央视, #genre#
北京卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.11:9414$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.11:9414$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.11:9414$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.11:9414$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.11:9414$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.66:1540$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.241:8000$北京uni#http://121.238.19.42:9999/rtp/239.49.8.11:9414$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.66:1540$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.241:8000$北京uni#http://111.193.228.94:4022/rtp/239.3.1.241:8000$北京uni#http://111.196.132.49:20000/rtp/239.3.1.241:8000$北京uni
重庆卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.57:9830$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.57:9830$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.57:9830$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.57:9830$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.57:9830$江苏cmc#http://125.82.75.20:10000/rtp/235.254.196.249:1268$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.122:8160$北京uni#http://121.238.19.42:9999/rtp/239.49.8.57:9830$江苏cmc#http://119.86.72.240:4022/rtp/235.254.196.249:1268$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.122:8160$北京uni#http://111.193.228.94:4022/rtp/239.3.1.122:8160$北京uni#http://111.196.132.49:20000/rtp/239.3.1.122:8160$北京uni
东方卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.17:9606$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.17:9606$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.17:9606$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.17:9606$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.17:9606$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.73:1568$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.136:8032$北京uni#http://121.238.19.42:9999/rtp/239.49.8.17:9606$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.73:1568$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.136:8032$北京uni#http://111.193.228.94:4022/rtp/239.3.1.136:8032$北京uni#http://111.196.132.49:20000/rtp/239.3.1.136:8032$北京uni
东南卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.112:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.112:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.112:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.112:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.112:8000$江苏cmc#http://124.65.0.99:20000/rtp/239.3.1.156:8148$北京uni#http://121.238.19.42:9999/rtp/239.49.8.112:8000$江苏cmc#http://114.254.80.240:2222/rtp/239.3.1.156:8148$北京uni#http://111.193.228.94:4022/rtp/239.3.1.156:8148$北京uni#http://111.196.132.49:20000/rtp/239.3.1.156:8148$北京uni
甘肃卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://171.109.52.42:6666/rtp/239.81.0.207:4056$广西cmc#http://113.14.128.231:8181/rtp/239.81.0.207:4056$广西cmc#http://111.165.51.139:46000/rtp/225.1.1.159:5002$天津uni
广东卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.13:9422$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.13:9422$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.13:9422$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.13:9422$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.13:9422$江苏cmc#http://125.82.75.20:10000/rtp/235.254.196.204:1088$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.142:8048$北京uni#http://121.238.19.42:9999/rtp/239.49.8.13:9422$江苏cmc#http://119.86.72.240:4022/rtp/235.254.196.204:1088$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.142:8048$北京uni#http://111.193.228.94:4022/rtp/239.3.1.142:8048$北京uni#http://111.196.132.49:20000/rtp/239.3.1.142:8048$北京uni
广西卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.10:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.10:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.10:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.10:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.10:8000$江苏cmc#http://121.238.19.42:9999/rtp/239.49.8.10:8000$江苏cmc#http://111.165.51.139:46000/rtp/225.1.2.81:5002$天津uni
贵州卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.49:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.49:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.49:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.49:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.49:8000$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.185:7980$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.149:8076$北京uni#http://121.238.19.42:9999/rtp/239.49.8.49:8000$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.185:7980$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.149:8076$北京uni#http://111.193.228.94:4022/rtp/239.3.1.149:8076$北京uni#http://111.196.132.49:20000/rtp/239.3.1.149:8076$北京uni
海南卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.83:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.83:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.83:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.83:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.83:8000$江苏cmc#http://121.238.19.42:9999/rtp/239.49.8.83:8000$江苏cmc#http://111.165.51.139:46000/rtp/225.1.2.82:5002$天津uni
河北卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.114:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.114:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.114:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.114:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.114:8000$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.184:7980$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.148:8072$北京uni#http://121.238.19.42:9999/rtp/239.49.8.114:8000$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.184:7980$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.148:8072$北京uni#http://111.193.228.94:4022/rtp/239.3.1.148:8072$北京uni#http://111.196.132.49:20000/rtp/239.3.1.148:8072$北京uni
河南卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://222.141.134.191:8888/rtp/225.1.2.99:10588$河南uni#http://180.110.154.4:10001/rtp/239.49.8.29:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.29:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.29:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.29:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.29:8000$江苏cmc#http://123.13.244.212:4000/rtp/225.1.2.99:10588$河南uni#http://121.238.19.42:9999/rtp/239.49.8.29:8000$江苏cmc
黑龙江卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.14:9426$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.14:9426$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.14:9426$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.14:9426$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.14:9426$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.70:1556$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.133:8016$北京uni#http://121.238.19.42:9999/rtp/239.49.8.14:9426$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.70:1556$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.133:8016$北京uni#http://111.193.228.94:4022/rtp/239.3.1.133:8016$北京uni#http://111.196.132.49:20000/rtp/239.3.1.133:8016$北京uni
湖北卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.8:9632$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.8:9632$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.8:9632$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.8:9632$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.8:9632$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.72:1564$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.138:8044$北京uni#http://121.238.19.42:9999/rtp/239.49.8.8:9632$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.72:1564$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.138:8044$北京uni#http://111.193.228.94:4022/rtp/239.3.1.138:8044$北京uni#http://111.196.132.49:20000/rtp/239.3.1.138:8044$北京uni
湖南卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://218.72.152.88:9999/rtp/233.50.201.103:5140$浙江cmc#http://183.147.178.205:9999/rtp/233.50.201.103:5140$浙江cmc#http://180.110.154.4:10001/rtp/239.49.8.12:9418$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.12:9418$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.12:9418$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.12:9418$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.12:9418$江苏cmc#http://125.114.160.159:9999/rtp/233.50.201.103:5140$浙江cmc#http://125.122.110.176:9999/rtp/233.50.201.103:5140$浙江cmc#http://125.126.206.22:9999/rtp/233.50.201.103:5140$浙江cmc#http://125.82.75.20:10000/rtp/235.254.198.62:1524$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.132:8012$北京uni#http://121.238.19.42:9999/rtp/239.49.8.12:9418$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.62:1524$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.132:8012$北京uni#http://111.193.228.94:4022/rtp/239.3.1.132:8012$北京uni#http://111.196.132.49:20000/rtp/239.3.1.132:8012$北京uni#http://36.25.156.88:8088/rtp/233.50.201.103:5140$浙江cmc#http://36.27.30.42:9999/rtp/233.50.201.103:5140$浙江cmc
吉林卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.113:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.113:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.113:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.113:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.113:8000$江苏cmc#http://124.65.0.99:20000/rtp/239.3.1.240:8172$北京uni#http://121.238.19.42:9999/rtp/239.49.8.113:8000$江苏cmc#http://114.254.80.240:2222/rtp/239.3.1.240:8172$北京uni#http://111.193.228.94:4022/rtp/239.3.1.240:8172$北京uni#http://111.196.132.49:20000/rtp/239.3.1.240:8172$北京uni
江苏卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.16:9602$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.16:9602$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.16:9602$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.16:9602$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.16:9602$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.64:1532$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.135:8028$北京uni#http://121.238.19.42:9999/rtp/239.49.8.16:9602$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.64:1532$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.135:8028$北京uni#http://111.193.228.94:4022/rtp/239.3.1.135:8028$北京uni#http://111.196.132.49:20000/rtp/239.3.1.135:8028$北京uni
江西卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.111:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.111:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.111:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.111:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.111:8000$江苏cmc#http://124.65.0.99:20000/rtp/239.3.1.123:8164$北京uni#http://121.238.19.42:9999/rtp/239.49.8.111:8000$江苏cmc#http://114.254.80.240:2222/rtp/239.3.1.123:8164$北京uni#http://111.193.228.94:4022/rtp/239.3.1.123:8164$北京uni#http://111.196.132.49:20000/rtp/239.3.1.123:8164$北京uni
辽宁卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.48:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.48:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.48:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.48:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.48:8000$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.68:1548$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.210:8056$北京uni#http://121.238.19.42:9999/rtp/239.49.8.48:8000$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.68:1548$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.210:8056$北京uni#http://111.193.228.94:4022/rtp/239.3.1.210:8056$北京uni#http://111.196.132.49:20000/rtp/239.3.1.210:8056$北京uni
青海卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://175.11.69.146:8888/rtp/239.76.254.132:9000$湖南cmc#http://123.149.6.83:8800/rtp/239.16.20.101:11010$河南cmc#http://123.52.47.205:8800/rtp/239.16.20.101:11010$河南cmc#http://118.249.22.117:4022/rtp/239.76.254.132:9000$湖南cmc#http://1.192.40.23:8888/rtp/239.16.20.101:11010$河南cmc
三沙卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.0.167:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.0.167:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.0.167:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.0.167:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.0.167:8000$江苏cmc#http://121.238.19.42:9999/rtp/239.49.0.167:8000$江苏cmc#http://111.165.51.139:46000/rtp/225.1.1.182:5002$天津uni
山东卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.7:9306$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.7:9306$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.7:9306$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.7:9306$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.7:9306$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.69:1552$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.209:8052$北京uni#http://121.238.19.42:9999/rtp/239.49.8.7:9306$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.69:1552$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.209:8052$北京uni#http://111.193.228.94:4022/rtp/239.3.1.209:8052$北京uni#http://111.196.132.49:20000/rtp/239.3.1.209:8052$北京uni
陕西卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://123.149.6.83:8800/rtp/239.16.10.17:2000$河南cmc#http://123.52.47.205:8800/rtp/239.16.10.17:2000$河南cmc#http://1.192.40.23:8888/rtp/239.16.10.17:2000$河南cmc
深圳卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.15:9430$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.15:9430$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.15:9430$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.15:9430$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.15:9430$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.71:1560$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.134:8020$北京uni#http://121.238.19.42:9999/rtp/239.49.8.15:9430$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.71:1560$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.134:8020$北京uni#http://111.193.228.94:4022/rtp/239.3.1.134:8020$北京uni#http://111.196.132.49:20000/rtp/239.3.1.134:8020$北京uni
四川卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.110:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.110:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.110:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.110:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.110:8000$江苏cmc#http://121.238.19.42:9999/rtp/239.49.8.110:8000$江苏cmc#http://111.165.51.139:46000/rtp/225.1.1.123:5002$天津uni
天津卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.35:8620$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.35:8620$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.35:8620$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.35:8620$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.35:8620$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.67:1544$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.141:1234$北京uni#http://121.238.19.42:9999/rtp/239.49.8.35:8620$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.67:1544$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.141:1234$北京uni#http://111.193.228.94:4022/rtp/239.3.1.141:1234$北京uni#http://111.196.132.49:20000/rtp/239.3.1.141:1234$北京uni
云南卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.0.177:8000$江苏cmc#http://180.121.106.97:8181/rtp/239.49.0.177:8000$江苏cmc#http://180.124.225.159:3000/rtp/239.49.0.177:8000$江苏cmc#http://180.124.225.164:3000/rtp/239.49.0.177:8000$江苏cmc#http://180.126.97.120:8001/rtp/239.49.0.177:8000$江苏cmc#http://121.238.19.42:9999/rtp/239.49.0.177:8000$江苏cmc#http://111.165.51.139:46000/rtp/225.1.1.250:5002$天津uni
浙江卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://180.110.154.4:10001/rtp/239.49.8.20:9618$江苏cmc#http://180.121.106.97:8181/rtp/239.49.8.20:9618$江苏cmc#http://180.124.225.159:3000/rtp/239.49.8.20:9618$江苏cmc#http://180.124.225.164:3000/rtp/239.49.8.20:9618$江苏cmc#http://180.126.97.120:8001/rtp/239.49.8.20:9618$江苏cmc#http://125.82.75.20:10000/rtp/235.254.198.63:1528$重庆cmc#http://124.65.0.99:20000/rtp/239.3.1.137:8036$北京uni#http://121.238.19.42:9999/rtp/239.49.8.20:9618$江苏cmc#http://119.86.72.240:4022/rtp/235.254.198.63:1528$重庆cmc#http://114.254.80.240:2222/rtp/239.3.1.137:8036$北京uni#http://111.193.228.94:4022/rtp/239.3.1.137:8036$北京uni#http://111.196.132.49:20000/rtp/239.3.1.137:8036$北京uni
山西卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://218.72.152.88:9999/rtp/233.50.201.51:5140$浙江cmc#http://183.147.178.205:9999/rtp/233.50.201.51:5140$浙江cmc#http://171.109.52.42:6666/rtp/239.81.0.49:4056$广西cmc#http://125.114.160.159:9999/rtp/233.50.201.51:5140$浙江cmc#http://125.122.110.176:9999/rtp/233.50.201.51:5140$浙江cmc#http://125.126.206.22:9999/rtp/233.50.201.51:5140$浙江cmc#http://125.82.75.20:10000/rtp/235.254.198.41:1440$重庆cmc#http://119.86.72.240:4022/rtp/235.254.198.41:1440$重庆cmc#http://113.14.128.231:8181/rtp/239.81.0.49:4056$广西cmc#http://36.25.156.88:8088/rtp/233.50.201.51:5140$浙江cmc#http://36.27.30.42:9999/rtp/233.50.201.51:5140$浙江cmc
内蒙古卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://171.109.52.42:6666/rtp/239.81.0.54:4056$广西cmc#http://125.82.75.20:10000/rtp/235.254.198.42:1444$重庆cmc#http://123.149.6.83:8800/rtp/239.16.20.91:10910$河南cmc#http://123.52.47.205:8800/rtp/239.16.20.91:10910$河南cmc#http://119.86.72.240:4022/rtp/235.254.198.42:1444$重庆cmc#http://113.14.128.231:8181/rtp/239.81.0.54:4056$广西cmc#http://111.165.51.139:46000/rtp/225.1.1.32:5002$天津uni#http://1.192.40.23:8888/rtp/239.16.20.91:10910$河南cmc
宁夏卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://218.72.152.88:9999/rtp/233.50.201.57:5140$浙江cmc#http://183.147.178.205:9999/rtp/233.50.201.57:5140$浙江cmc#http://171.109.52.42:6666/rtp/239.81.0.60:4056$广西cmc#http://125.114.160.159:9999/rtp/233.50.201.57:5140$浙江cmc#http://125.122.110.176:9999/rtp/233.50.201.57:5140$浙江cmc#http://125.126.206.22:9999/rtp/233.50.201.57:5140$浙江cmc#http://125.82.75.20:10000/rtp/235.254.198.45:1456$重庆cmc#http://123.149.6.83:8800/rtp/239.16.20.92:10920$河南cmc#http://123.52.47.205:8800/rtp/239.16.20.92:10920$河南cmc#http://119.86.72.240:4022/rtp/235.254.198.45:1456$重庆cmc#http://113.14.128.231:8181/rtp/239.81.0.60:4056$广西cmc#http://111.165.51.139:46000/rtp/225.1.1.56:5002$天津uni#http://36.25.156.88:8088/rtp/233.50.201.57:5140$浙江cmc#http://36.27.30.42:9999/rtp/233.50.201.57:5140$浙江cmc#http://1.192.40.23:8888/rtp/239.16.20.92:10920$河南cmc
西藏卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://218.72.152.88:9999/rtp/233.50.201.70:5140$浙江cmc#http://183.147.178.205:9999/rtp/233.50.201.70:5140$浙江cmc#http://171.109.52.42:6666/rtp/239.81.0.55:4056$广西cmc#http://125.114.160.159:9999/rtp/233.50.201.70:5140$浙江cmc#http://125.122.110.176:9999/rtp/233.50.201.70:5140$浙江cmc#http://125.126.206.22:9999/rtp/233.50.201.70:5140$浙江cmc#http://125.82.75.20:10000/rtp/235.254.198.46:1460$重庆cmc#http://123.149.6.83:8800/rtp/239.16.20.100:11000$河南cmc#http://123.52.47.205:8800/rtp/239.16.20.100:11000$河南cmc#http://119.86.72.240:4022/rtp/235.254.198.46:1460$重庆cmc#http://113.14.128.231:8181/rtp/239.81.0.55:4056$广西cmc#http://111.165.51.139:46000/rtp/225.1.1.51:5002$天津uni#http://36.25.156.88:8088/rtp/233.50.201.70:5140$浙江cmc#http://36.27.30.42:9999/rtp/233.50.201.70:5140$浙江cmc#http://1.192.40.23:8888/rtp/239.16.20.100:11000$河南cmc
新疆卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://171.109.52.42:6666/rtp/239.81.0.46:4056$广西cmc#http://125.82.75.20:10000/rtp/235.254.198.47:1464$重庆cmc#http://123.149.6.83:8800/rtp/239.16.20.93:10930$河南cmc#http://123.52.47.205:8800/rtp/239.16.20.93:10930$河南cmc#http://119.86.72.240:4022/rtp/235.254.198.47:1464$重庆cmc#http://113.14.128.231:8181/rtp/239.81.0.46:4056$广西cmc#http://111.165.51.139:46000/rtp/225.1.1.35:5002$天津uni#http://1.192.40.23:8888/rtp/239.16.20.93:10930$河南cmc
兵团卫视, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://222.141.134.191:8888/rtp/225.1.4.97:1126$河南uni#http://218.72.152.88:9999/rtp/233.50.201.72:5140$浙江cmc#http://183.147.178.205:9999/rtp/233.50.201.72:5140$浙江cmc#http://171.109.52.42:6666/rtp/239.81.0.213:4056$广西cmc#http://125.114.160.159:9999/rtp/233.50.201.72:5140$浙江cmc#http://125.122.110.176:9999/rtp/233.50.201.72:5140$浙江cmc#http://125.126.206.22:9999/rtp/233.50.201.72:5140$浙江cmc#http://123.13.244.212:4000/rtp/225.1.4.97:1126$河南uni#http://113.14.128.231:8181/rtp/239.81.0.213:4056$广西cmc#http://111.165.51.139:46000/rtp/225.1.1.57:5002$天津uni#http://36.25.156.88:8088/rtp/233.50.201.72:5140$浙江cmc#http://36.27.30.42:9999/rtp/233.50.201.72:5140$浙江cmc
数字, #genre#
CHC家庭影院, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://222.141.134.191:8888/rtp/225.1.4.209:1262$河南uni#http://219.140.225.0:5555/rtp/239.69.1.243:11100$湖北cmc#http://171.83.139.36:10000/rtp/239.69.1.243:11100$湖北cmc#http://123.13.244.212:4000/rtp/225.1.4.209:1262$河南uni#http://111.178.104.143:9999/rtp/239.69.1.243:11100$湖北cmc#http://58.50.171.226:4022/rtp/239.69.1.243:11100$湖北cmc#http://58.52.180.64:9999/rtp/239.69.1.243:11100$湖北cmc#http://27.16.160.149:3520/rtp/239.69.1.243:11100$湖北cmc#http://175.11.69.146:8888/rtp/239.76.245.241:1234$湖南cmc#http://118.249.22.117:4022/rtp/239.76.245.241:1234$湖南cmc
CHC动作电影, http://example.com:0000/rtp/000.0.0.000:0000$北京uni1+#http://222.141.134.191:8888/rtp/225.1.4.208:1261$河南uni#http://219.140.225.0:5555/rtp/239.69.1.242:11094$湖北cmc#http://175.11.69.146:8888/rtp/239.76.245.243:1234$湖南cmc#http://171.83.139.36:10000/rtp/239.69.1.242:11094$湖北cmc#http://123.13.244.212:4000/rtp/225.1.4.208:1261$河南uni#http://118.249.22.117:4022/rtp/239.76.245.243:1234$湖南cmc#http://111.178.104.143:9999/rtp/239.69.1.242:11094$湖北cmc#http://58.50.171.226:4022/rtp/239.69.1.242:11094$湖北cmc#http://58.52.180.64:9999/rtp/239.69.1.242:11094$湖北cmc#http://27.16.160.149:3520/rtp/239.69.1.242:11094$湖北cmc
